"","cell_type","title","donor id","status"
"SRR6358289","Memory T cell","Primary T cell 230","control","healthy"
"SRR6358290","Memory T cell","Primary T cell 231","control","healthy"
"SRR6358291","Memory T cell","Primary T cell 232","control","healthy"
"SRR6358292","Memory T cell","Primary T cell 233","control","healthy"
"SRR6358293","Memory T cell","Primary T cell 234","control","healthy"
"SRR6358294","Memory T cell","Primary T cell 235","control","healthy"
"SRR6358295","Memory T cell","Primary T cell 236","control","healthy"
"SRR6358296","Memory T cell","Primary T cell 237","control","healthy"
"SRR6358297","Memory T cell","Primary T cell 238","control","healthy"
"SRR6358298","Memory T cell","Primary T cell 239","control","healthy"
"SRR6358299","Memory T cell","Primary T cell 240","control","healthy"
"SRR6358300","Memory T cell","Primary T cell 241","control","healthy"
"SRR6358301","Memory T cell","Primary T cell 242","control","healthy"
"SRR6358302","Memory T cell","Primary T cell 243","control","healthy"
"SRR6358303","Memory T cell","Primary T cell 244","control","healthy"
"SRR6358304","Memory T cell","Primary T cell 245","control","healthy"
"SRR6358305","Memory T cell","Primary T cell 246","control","healthy"
"SRR6358306","Memory T cell","Primary T cell 247","control","healthy"
"SRR6358307","Memory T cell","Primary T cell 248","control","healthy"
"SRR6358308","Memory T cell","Primary T cell 249","control","healthy"
"SRR6358309","Memory T cell","Primary T cell 250","control","healthy"
"SRR6358310","Memory T cell","Primary T cell 251","control","healthy"
"SRR6358311","Memory T cell","Primary T cell 252","control","healthy"
"SRR6358312","Memory T cell","Primary T cell 253","control","healthy"
"SRR6358313","Memory T cell","Primary T cell 254","control","healthy"
"SRR6358314","Memory T cell","Primary T cell 255","control","healthy"
"SRR6358315","Memory T cell","Primary T cell 256","control","healthy"
"SRR6358796","Naive T cell","Primary T cell 737","control","healthy"
"SRR6358797","Naive T cell","Primary T cell 738","control","healthy"
"SRR6358798","Naive T cell","Primary T cell 739","control","healthy"
"SRR6358799","Naive T cell","Primary T cell 740","control","healthy"
"SRR6358800","Naive T cell","Primary T cell 741","control","healthy"
"SRR6358801","Naive T cell","Primary T cell 742","control","healthy"
"SRR6358802","Naive T cell","Primary T cell 743","control","healthy"
"SRR6358803","Naive T cell","Primary T cell 744","control","healthy"
"SRR6358804","Naive T cell","Primary T cell 745","control","healthy"
"SRR6358805","Naive T cell","Primary T cell 746","control","healthy"
"SRR6358806","Naive T cell","Primary T cell 747","control","healthy"
"SRR6358807","Naive T cell","Primary T cell 748","control","healthy"
"SRR6358808","Naive T cell","Primary T cell 749","control","healthy"
"SRR6358809","Naive T cell","Primary T cell 750","control","healthy"
"SRR6358810","Naive T cell","Primary T cell 751","control","healthy"
"SRR6358811","Naive T cell","Primary T cell 752","control","healthy"
"SRR6358812","Naive T cell","Primary T cell 753","control","healthy"
"SRR6358813","Naive T cell","Primary T cell 754","control","healthy"
"SRR6358814","Naive T cell","Primary T cell 755","control","healthy"
"SRR6358815","Naive T cell","Primary T cell 756","control","healthy"
"SRR6358816","Naive T cell","Primary T cell 757","control","healthy"
"SRR6358817","Naive T cell","Primary T cell 758","control","healthy"
"SRR6358818","Naive T cell","Primary T cell 759","control","healthy"
"SRR6358819","Naive T cell","Primary T cell 760","control","healthy"
"SRR6358820","Naive T cell","Primary T cell 761","control","healthy"
"SRR6358821","Naive T cell","Primary T cell 762","control","healthy"
"SRR6358822","Naive T cell","Primary T cell 763","control","healthy"
"SRR6358823","Naive T cell","Primary T cell 764","control","healthy"
"SRR6358824","Naive T cell","Primary T cell 765","control","healthy"
"SRR6358825","Naive T cell","Primary T cell 766","control","healthy"
"SRR6358826","Naive T cell","Primary T cell 767","control","healthy"
"SRR6358827","Naive T cell","Primary T cell 768","control","healthy"
"SRR6358828","Th17 T cell","Primary T cell 769","control","healthy"
"SRR6358829","Th17 T cell","Primary T cell 770","control","healthy"
"SRR6358830","Th17 T cell","Primary T cell 771","control","healthy"
"SRR6358831","Th17 T cell","Primary T cell 772","control","healthy"
"SRR6358832","Th17 T cell","Primary T cell 773","control","healthy"
"SRR6358833","Th17 T cell","Primary T cell 774","control","healthy"
"SRR6358834","Th17 T cell","Primary T cell 775","control","healthy"
"SRR6358835","Th17 T cell","Primary T cell 776","control","healthy"
"SRR6358836","Th17 T cell","Primary T cell 777","control","healthy"
"SRR6358837","Th17 T cell","Primary T cell 778","control","healthy"
"SRR6358838","Th17 T cell","Primary T cell 779","control","healthy"
"SRR6358839","Th17 T cell","Primary T cell 780","control","healthy"
"SRR6358840","Th17 T cell","Primary T cell 781","control","healthy"
"SRR6358841","Th17 T cell","Primary T cell 782","control","healthy"
"SRR6358842","Th17 T cell","Primary T cell 783","control","healthy"
"SRR6358843","Th17 T cell","Primary T cell 784","control","healthy"
"SRR6358844","Th17 T cell","Primary T cell 785","control","healthy"
"SRR6358845","Th17 T cell","Primary T cell 786","control","healthy"
"SRR6358846","Th17 T cell","Primary T cell 787","control","healthy"
"SRR6358847","Th17 T cell","Primary T cell 788","control","healthy"
"SRR6358848","Th17 T cell","Primary T cell 789","control","healthy"
"SRR6358849","Th17 T cell","Primary T cell 790","control","healthy"
"SRR6358850","Th17 T cell","Primary T cell 791","control","healthy"
"SRR6358851","Th17 T cell","Primary T cell 792","control","healthy"
"SRR6358852","Th17 T cell","Primary T cell 793","control","healthy"
"SRR6358853","Th17 T cell","Primary T cell 794","control","healthy"
"SRR6358854","Th17 T cell","Primary T cell 795","control","healthy"
"SRR6358855","Th17 T cell","Primary T cell 796","control","healthy"
"SRR6358856","Th17 T cell","Primary T cell 797","control","healthy"
"SRR6358857","Th17 T cell","Primary T cell 798","control","healthy"
"SRR6358858","Th17 T cell","Primary T cell 799","control","healthy"
"SRR6358859","Th17 T cell","Primary T cell 800","control","healthy"
"SRR6358636","Naive T cell","Primary T cell 577","control","healthy"
"SRR6358637","Naive T cell","Primary T cell 578","control","healthy"
"SRR6358638","Naive T cell","Primary T cell 579","control","healthy"
"SRR6358639","Naive T cell","Primary T cell 580","control","healthy"
"SRR6358640","Naive T cell","Primary T cell 581","control","healthy"
"SRR6358641","Naive T cell","Primary T cell 582","control","healthy"
"SRR6358642","Naive T cell","Primary T cell 583","control","healthy"
"SRR6358643","Naive T cell","Primary T cell 584","control","healthy"
"SRR6358644","Naive T cell","Primary T cell 585","control","healthy"
"SRR6358645","Naive T cell","Primary T cell 586","control","healthy"
"SRR6358646","Naive T cell","Primary T cell 587","control","healthy"
"SRR6358647","Naive T cell","Primary T cell 588","control","healthy"
"SRR6358648","Naive T cell","Primary T cell 589","control","healthy"
"SRR6358649","Naive T cell","Primary T cell 590","control","healthy"
"SRR6358650","Naive T cell","Primary T cell 591","control","healthy"
"SRR6358651","Naive T cell","Primary T cell 592","control","healthy"
"SRR6358652","Naive T cell","Primary T cell 593","control","healthy"
"SRR6358653","Naive T cell","Primary T cell 594","control","healthy"
"SRR6358654","Naive T cell","Primary T cell 595","control","healthy"
"SRR6358655","Naive T cell","Primary T cell 596","control","healthy"
"SRR6358656","Naive T cell","Primary T cell 597","control","healthy"
"SRR6358657","Naive T cell","Primary T cell 598","control","healthy"
"SRR6358658","Naive T cell","Primary T cell 599","control","healthy"
"SRR6358659","Naive T cell","Primary T cell 600","control","healthy"
"SRR6358660","Naive T cell","Primary T cell 601","control","healthy"
"SRR6358661","Naive T cell","Primary T cell 602","control","healthy"
"SRR6358662","Naive T cell","Primary T cell 603","control","healthy"
"SRR6358663","Naive T cell","Primary T cell 604","control","healthy"
"SRR6358664","Naive T cell","Primary T cell 605","control","healthy"
"SRR6358665","Naive T cell","Primary T cell 606","control","healthy"
"SRR6358666","Naive T cell","Primary T cell 607","control","healthy"
"SRR6358667","Naive T cell","Primary T cell 608","control","healthy"
"SRR6358860","Th17 T cell","Primary T cell 801","control","healthy"
"SRR6358861","Th17 T cell","Primary T cell 802","control","healthy"
"SRR6358862","Th17 T cell","Primary T cell 803","control","healthy"
"SRR6358863","Th17 T cell","Primary T cell 804","control","healthy"
"SRR6358864","Th17 T cell","Primary T cell 805","control","healthy"
"SRR6358865","Th17 T cell","Primary T cell 806","control","healthy"
"SRR6358866","Th17 T cell","Primary T cell 807","control","healthy"
"SRR6358867","Th17 T cell","Primary T cell 808","control","healthy"
"SRR6358868","Th17 T cell","Primary T cell 809","control","healthy"
"SRR6358869","Th17 T cell","Primary T cell 810","control","healthy"
"SRR6358870","Th17 T cell","Primary T cell 811","control","healthy"
"SRR6358871","Th17 T cell","Primary T cell 812","control","healthy"
"SRR6358872","Th17 T cell","Primary T cell 813","control","healthy"
"SRR6358873","Th17 T cell","Primary T cell 814","control","healthy"
"SRR6358874","Th17 T cell","Primary T cell 815","control","healthy"
"SRR6358875","Th17 T cell","Primary T cell 816","control","healthy"
"SRR6358876","Th17 T cell","Primary T cell 817","control","healthy"
"SRR6358877","Th17 T cell","Primary T cell 818","control","healthy"
"SRR6358878","Th17 T cell","Primary T cell 819","control","healthy"
"SRR6358879","Th17 T cell","Primary T cell 820","control","healthy"
"SRR6358880","Th17 T cell","Primary T cell 821","control","healthy"
"SRR6358881","Th17 T cell","Primary T cell 822","control","healthy"
"SRR6358882","Th17 T cell","Primary T cell 823","control","healthy"
"SRR6358883","Th17 T cell","Primary T cell 824","control","healthy"
"SRR6358884","Th17 T cell","Primary T cell 825","control","healthy"
"SRR6358885","Th17 T cell","Primary T cell 826","control","healthy"
"SRR6358886","Th17 T cell","Primary T cell 827","control","healthy"
"SRR6358887","Th17 T cell","Primary T cell 828","control","healthy"
"SRR6358888","Th17 T cell","Primary T cell 829","control","healthy"
"SRR6358889","Th17 T cell","Primary T cell 830","control","healthy"
"SRR6358890","Th17 T cell","Primary T cell 831","control","healthy"
"SRR6358891","Th17 T cell","Primary T cell 832","control","healthy"
"SRR6358892","Th17 T cell","Primary T cell 833","control","healthy"
"SRR6358893","Th17 T cell","Primary T cell 834","control","healthy"
"SRR6358894","Th17 T cell","Primary T cell 835","control","healthy"
"SRR6358895","Th17 T cell","Primary T cell 836","control","healthy"
"SRR6358896","Th17 T cell","Primary T cell 837","control","healthy"
"SRR6358897","Th17 T cell","Primary T cell 838","control","healthy"
"SRR6358898","Th17 T cell","Primary T cell 839","control","healthy"
"SRR6358668","Naive T cell","Primary T cell 609","control","healthy"
"SRR6358669","Naive T cell","Primary T cell 610","control","healthy"
"SRR6358670","Naive T cell","Primary T cell 611","control","healthy"
"SRR6358671","Naive T cell","Primary T cell 612","control","healthy"
"SRR6358672","Naive T cell","Primary T cell 613","control","healthy"
"SRR6358673","Naive T cell","Primary T cell 614","control","healthy"
"SRR6358674","Naive T cell","Primary T cell 615","control","healthy"
"SRR6358675","Naive T cell","Primary T cell 616","control","healthy"
"SRR6358676","Naive T cell","Primary T cell 617","control","healthy"
"SRR6358677","Naive T cell","Primary T cell 618","control","healthy"
"SRR6358678","Naive T cell","Primary T cell 619","control","healthy"
"SRR6358679","Naive T cell","Primary T cell 620","control","healthy"
"SRR6358680","Naive T cell","Primary T cell 621","control","healthy"
"SRR6358681","Naive T cell","Primary T cell 622","control","healthy"
"SRR6358682","Naive T cell","Primary T cell 623","control","healthy"
"SRR6358683","Naive T cell","Primary T cell 624","control","healthy"
"SRR6358684","Naive T cell","Primary T cell 625","control","healthy"
"SRR6358685","Naive T cell","Primary T cell 626","control","healthy"
"SRR6358686","Naive T cell","Primary T cell 627","control","healthy"
"SRR6358687","Naive T cell","Primary T cell 628","control","healthy"
"SRR6358688","Naive T cell","Primary T cell 629","control","healthy"
"SRR6358689","Naive T cell","Primary T cell 630","control","healthy"
"SRR6358690","Naive T cell","Primary T cell 631","control","healthy"
"SRR6358691","Naive T cell","Primary T cell 632","control","healthy"
"SRR6358692","Naive T cell","Primary T cell 633","control","healthy"
"SRR6358693","Naive T cell","Primary T cell 634","control","healthy"
"SRR6358694","Naive T cell","Primary T cell 635","control","healthy"
"SRR6358695","Naive T cell","Primary T cell 636","control","healthy"
"SRR6358696","Naive T cell","Primary T cell 637","control","healthy"
"SRR6358697","Naive T cell","Primary T cell 638","control","healthy"
"SRR6358698","Naive T cell","Primary T cell 639","control","healthy"
"SRR6358699","Naive T cell","Primary T cell 640","control","healthy"
"SRR6358700","Naive T cell","Primary T cell 641","control","healthy"
"SRR6358701","Naive T cell","Primary T cell 642","control","healthy"
"SRR6358702","Naive T cell","Primary T cell 643","control","healthy"
"SRR6358703","Naive T cell","Primary T cell 644","control","healthy"
"SRR6358704","Naive T cell","Primary T cell 645","control","healthy"
"SRR6358705","Naive T cell","Primary T cell 646","control","healthy"
"SRR6358706","Naive T cell","Primary T cell 647","control","healthy"
"SRR6358707","Naive T cell","Primary T cell 648","control","healthy"
"SRR6358708","Naive T cell","Primary T cell 649","control","healthy"
"SRR6358709","Naive T cell","Primary T cell 650","control","healthy"
"SRR6358710","Naive T cell","Primary T cell 651","control","healthy"
"SRR6358711","Naive T cell","Primary T cell 652","control","healthy"
"SRR6358712","Naive T cell","Primary T cell 653","control","healthy"
"SRR6358713","Naive T cell","Primary T cell 654","control","healthy"
"SRR6358714","Naive T cell","Primary T cell 655","control","healthy"
"SRR6358715","Naive T cell","Primary T cell 656","control","healthy"
"SRR6358716","Naive T cell","Primary T cell 657","control","healthy"
"SRR6358717","Naive T cell","Primary T cell 658","control","healthy"
"SRR6358718","Naive T cell","Primary T cell 659","control","healthy"
"SRR6358719","Naive T cell","Primary T cell 660","control","healthy"
"SRR6358720","Naive T cell","Primary T cell 661","control","healthy"
"SRR6358721","Naive T cell","Primary T cell 662","control","healthy"
"SRR6358722","Naive T cell","Primary T cell 663","control","healthy"
"SRR6358723","Naive T cell","Primary T cell 664","control","healthy"
"SRR6358724","Naive T cell","Primary T cell 665","control","healthy"
"SRR6358725","Naive T cell","Primary T cell 666","control","healthy"
"SRR6358726","Naive T cell","Primary T cell 667","control","healthy"
"SRR6358727","Naive T cell","Primary T cell 668","control","healthy"
"SRR6358728","Naive T cell","Primary T cell 669","control","healthy"
"SRR6358729","Naive T cell","Primary T cell 670","control","healthy"
"SRR6358730","Naive T cell","Primary T cell 671","control","healthy"
"SRR6358731","Naive T cell","Primary T cell 672","control","healthy"
"SRR6358732","Naive T cell","Primary T cell 673","control","healthy"
"SRR6358733","Naive T cell","Primary T cell 674","control","healthy"
"SRR6358734","Naive T cell","Primary T cell 675","control","healthy"
"SRR6358735","Naive T cell","Primary T cell 676","control","healthy"
"SRR6358736","Naive T cell","Primary T cell 677","control","healthy"
"SRR6358737","Naive T cell","Primary T cell 678","control","healthy"
"SRR6358738","Naive T cell","Primary T cell 679","control","healthy"
"SRR6358739","Naive T cell","Primary T cell 680","control","healthy"
"SRR6358740","Naive T cell","Primary T cell 681","control","healthy"
"SRR6358741","Naive T cell","Primary T cell 682","control","healthy"
"SRR6358742","Naive T cell","Primary T cell 683","control","healthy"
"SRR6358743","Naive T cell","Primary T cell 684","control","healthy"
"SRR6358744","Naive T cell","Primary T cell 685","control","healthy"
"SRR6358745","Naive T cell","Primary T cell 686","control","healthy"
"SRR6358746","Naive T cell","Primary T cell 687","control","healthy"
"SRR6358747","Naive T cell","Primary T cell 688","control","healthy"
"SRR6358748","Naive T cell","Primary T cell 689","control","healthy"
"SRR6358749","Naive T cell","Primary T cell 690","control","healthy"
"SRR6358750","Naive T cell","Primary T cell 691","control","healthy"
"SRR6358751","Naive T cell","Primary T cell 692","control","healthy"
"SRR6358752","Naive T cell","Primary T cell 693","control","healthy"
"SRR6358753","Naive T cell","Primary T cell 694","control","healthy"
"SRR6358754","Naive T cell","Primary T cell 695","control","healthy"
"SRR6358755","Naive T cell","Primary T cell 696","control","healthy"
"SRR6358756","Naive T cell","Primary T cell 697","control","healthy"
"SRR6358757","Naive T cell","Primary T cell 698","control","healthy"
"SRR6358758","Naive T cell","Primary T cell 699","control","healthy"
"SRR6358759","Naive T cell","Primary T cell 700","control","healthy"
"SRR6358760","Naive T cell","Primary T cell 701","control","healthy"
"SRR6358761","Naive T cell","Primary T cell 702","control","healthy"
"SRR6358762","Naive T cell","Primary T cell 703","control","healthy"
"SRR6358763","Naive T cell","Primary T cell 704","control","healthy"
"SRR6358764","Naive T cell","Primary T cell 705","control","healthy"
"SRR6358765","Naive T cell","Primary T cell 706","control","healthy"
"SRR6358766","Naive T cell","Primary T cell 707","control","healthy"
"SRR6358767","Naive T cell","Primary T cell 708","control","healthy"
"SRR6358768","Naive T cell","Primary T cell 709","control","healthy"
"SRR6358769","Naive T cell","Primary T cell 710","control","healthy"
"SRR6358770","Naive T cell","Primary T cell 711","control","healthy"
"SRR6358771","Naive T cell","Primary T cell 712","control","healthy"
"SRR6358772","Naive T cell","Primary T cell 713","control","healthy"
"SRR6358773","Naive T cell","Primary T cell 714","control","healthy"
"SRR6358774","Naive T cell","Primary T cell 715","control","healthy"
"SRR6358775","Naive T cell","Primary T cell 716","control","healthy"
"SRR6358776","Naive T cell","Primary T cell 717","control","healthy"
"SRR6358777","Naive T cell","Primary T cell 718","control","healthy"
"SRR6358778","Naive T cell","Primary T cell 719","control","healthy"
"SRR6358779","Naive T cell","Primary T cell 720","control","healthy"
"SRR6358780","Naive T cell","Primary T cell 721","control","healthy"
"SRR6358781","Naive T cell","Primary T cell 722","control","healthy"
"SRR6358782","Naive T cell","Primary T cell 723","control","healthy"
"SRR6358783","Naive T cell","Primary T cell 724","control","healthy"
"SRR6358784","Naive T cell","Primary T cell 725","control","healthy"
"SRR6358785","Naive T cell","Primary T cell 726","control","healthy"
"SRR6358786","Naive T cell","Primary T cell 727","control","healthy"
"SRR6358787","Naive T cell","Primary T cell 728","control","healthy"
"SRR6358788","Naive T cell","Primary T cell 729","control","healthy"
"SRR6358789","Naive T cell","Primary T cell 730","control","healthy"
"SRR6358790","Naive T cell","Primary T cell 731","control","healthy"
"SRR6358791","Naive T cell","Primary T cell 732","control","healthy"
"SRR6358792","Naive T cell","Primary T cell 733","control","healthy"
"SRR6358793","Naive T cell","Primary T cell 734","control","healthy"
"SRR6358794","Naive T cell","Primary T cell 735","control","healthy"
"SRR6358795","Naive T cell","Primary T cell 736","control","healthy"
"SRR6358924","Th17 T cell","Primary T cell 865","control","healthy"
"SRR6358925","Th17 T cell","Primary T cell 866","control","healthy"
"SRR6358926","Th17 T cell","Primary T cell 867","control","healthy"
"SRR6358927","Th17 T cell","Primary T cell 868","control","healthy"
"SRR6358928","Th17 T cell","Primary T cell 869","control","healthy"
"SRR6358929","Th17 T cell","Primary T cell 870","control","healthy"
"SRR6358930","Th17 T cell","Primary T cell 871","control","healthy"
"SRR6358931","Th17 T cell","Primary T cell 872","control","healthy"
"SRR6358932","Th17 T cell","Primary T cell 873","control","healthy"
"SRR6358933","Th17 T cell","Primary T cell 874","control","healthy"
"SRR6358934","Th17 T cell","Primary T cell 875","control","healthy"
"SRR6358935","Th17 T cell","Primary T cell 876","control","healthy"
"SRR6358936","Th17 T cell","Primary T cell 877","control","healthy"
"SRR6358937","Th17 T cell","Primary T cell 878","control","healthy"
"SRR6358938","Th17 T cell","Primary T cell 879","control","healthy"
"SRR6358939","Th17 T cell","Primary T cell 880","control","healthy"
"SRR6358940","Th17 T cell","Primary T cell 881","control","healthy"
"SRR6358941","Th17 T cell","Primary T cell 882","control","healthy"
"SRR6358942","Th17 T cell","Primary T cell 883","control","healthy"
"SRR6358943","Th17 T cell","Primary T cell 884","control","healthy"
"SRR6358944","Th17 T cell","Primary T cell 885","control","healthy"
"SRR6358945","Th17 T cell","Primary T cell 886","control","healthy"
"SRR6358946","Th17 T cell","Primary T cell 887","control","healthy"
"SRR6358947","Th17 T cell","Primary T cell 888","control","healthy"
"SRR6358948","Th17 T cell","Primary T cell 889","control","healthy"
"SRR6358949","Th17 T cell","Primary T cell 890","control","healthy"
"SRR6358950","Th17 T cell","Primary T cell 891","control","healthy"
"SRR6358951","Th17 T cell","Primary T cell 892","control","healthy"
"SRR6358952","Th17 T cell","Primary T cell 893","control","healthy"
"SRR6358953","Th17 T cell","Primary T cell 894","control","healthy"
"SRR6358954","Th17 T cell","Primary T cell 895","control","healthy"
"SRR6358955","Th17 T cell","Primary T cell 896","control","healthy"
"SRR6358956","Th17 T cell","Primary T cell 897","control","healthy"
"SRR6358957","Th17 T cell","Primary T cell 898","control","healthy"
"SRR6358958","Th17 T cell","Primary T cell 899","control","healthy"
"SRR6358959","Th17 T cell","Primary T cell 900","control","healthy"
"SRR6358960","Th17 T cell","Primary T cell 901","control","healthy"
"SRR6358961","Th17 T cell","Primary T cell 902","control","healthy"
"SRR6358962","Th17 T cell","Primary T cell 903","control","healthy"
"SRR6358963","Th17 T cell","Primary T cell 904","control","healthy"
"SRR6358964","Th17 T cell","Primary T cell 905","control","healthy"
"SRR6358965","Th17 T cell","Primary T cell 906","control","healthy"
"SRR6358966","Th17 T cell","Primary T cell 907","control","healthy"
"SRR6358967","Th17 T cell","Primary T cell 908","control","healthy"
"SRR6358968","Th17 T cell","Primary T cell 909","control","healthy"
"SRR6358969","Th17 T cell","Primary T cell 910","control","healthy"
"SRR6358970","Th17 T cell","Primary T cell 911","control","healthy"
"SRR6358971","Th17 T cell","Primary T cell 912","control","healthy"
"SRR6358972","Th17 T cell","Primary T cell 913","control","healthy"
"SRR6358973","Th17 T cell","Primary T cell 914","control","healthy"
"SRR6358974","Th17 T cell","Primary T cell 915","control","healthy"
"SRR6358975","Th17 T cell","Primary T cell 916","control","healthy"
"SRR6358976","Th17 T cell","Primary T cell 917","control","healthy"
"SRR6358977","Th17 T cell","Primary T cell 918","control","healthy"
"SRR6358978","Th17 T cell","Primary T cell 919","control","healthy"
"SRR6358979","Th17 T cell","Primary T cell 920","control","healthy"
"SRR6358980","Th17 T cell","Primary T cell 921","control","healthy"
"SRR6358981","Th17 T cell","Primary T cell 922","control","healthy"
"SRR6358982","Th17 T cell","Primary T cell 923","control","healthy"
"SRR6358983","Th17 T cell","Primary T cell 924","control","healthy"
"SRR6358984","Th17 T cell","Primary T cell 925","control","healthy"
"SRR6358985","Th17 T cell","Primary T cell 926","control","healthy"
"SRR6358986","Th17 T cell","Primary T cell 927","control","healthy"
"SRR6358987","Th17 T cell","Primary T cell 928","control","healthy"
"SRR6358988","Th17 T cell","Primary T cell 929","control","healthy"
"SRR6358989","Th17 T cell","Primary T cell 930","control","healthy"
"SRR6358990","Th17 T cell","Primary T cell 931","control","healthy"
"SRR6358991","Th17 T cell","Primary T cell 932","control","healthy"
"SRR6358992","Th17 T cell","Primary T cell 933","control","healthy"
"SRR6358993","Th17 T cell","Primary T cell 934","control","healthy"
"SRR6358994","Th17 T cell","Primary T cell 935","control","healthy"
"SRR6358995","Th17 T cell","Primary T cell 936","control","healthy"
"SRR6358996","Th17 T cell","Primary T cell 937","control","healthy"
"SRR6358997","Th17 T cell","Primary T cell 938","control","healthy"
"SRR6358998","Th17 T cell","Primary T cell 939","control","healthy"
"SRR6358999","Th17 T cell","Primary T cell 940","control","healthy"
"SRR6359000","Th17 T cell","Primary T cell 941","control","healthy"
"SRR6359001","Th17 T cell","Primary T cell 942","control","healthy"
"SRR6359002","Th17 T cell","Primary T cell 943","control","healthy"
"SRR6359003","Th17 T cell","Primary T cell 944","control","healthy"
"SRR6359004","Th17 T cell","Primary T cell 945","control","healthy"
"SRR6359005","Th17 T cell","Primary T cell 946","control","healthy"
"SRR6359006","Th17 T cell","Primary T cell 947","control","healthy"
"SRR6359007","Th17 T cell","Primary T cell 948","control","healthy"
"SRR6359008","Th17 T cell","Primary T cell 949","control","healthy"
"SRR6359009","Th17 T cell","Primary T cell 950","control","healthy"
"SRR6359010","Th17 T cell","Primary T cell 951","control","healthy"
"SRR6359011","Th17 T cell","Primary T cell 952","control","healthy"
"SRR6359012","Th17 T cell","Primary T cell 953","control","healthy"
"SRR6359013","Th17 T cell","Primary T cell 954","control","healthy"
"SRR6359014","Th17 T cell","Primary T cell 955","control","healthy"
"SRR6359015","Th17 T cell","Primary T cell 956","control","healthy"
"SRR6359016","Th17 T cell","Primary T cell 957","control","healthy"
"SRR6359017","Th17 T cell","Primary T cell 958","control","healthy"
"SRR6359018","Th17 T cell","Primary T cell 959","control","healthy"
"SRR6359019","Th17 T cell","Primary T cell 960","control","healthy"
"SRR6358899","Th17 T cell","Primary T cell 840","control","healthy"
"SRR6358900","Th17 T cell","Primary T cell 841","control","healthy"
"SRR6358901","Th17 T cell","Primary T cell 842","control","healthy"
"SRR6358902","Th17 T cell","Primary T cell 843","control","healthy"
"SRR6358903","Th17 T cell","Primary T cell 844","control","healthy"
"SRR6358904","Th17 T cell","Primary T cell 845","control","healthy"
"SRR6358905","Th17 T cell","Primary T cell 846","control","healthy"
"SRR6358906","Th17 T cell","Primary T cell 847","control","healthy"
"SRR6358907","Th17 T cell","Primary T cell 848","control","healthy"
"SRR6358908","Th17 T cell","Primary T cell 849","control","healthy"
"SRR6358909","Th17 T cell","Primary T cell 850","control","healthy"
"SRR6358910","Th17 T cell","Primary T cell 851","control","healthy"
"SRR6358911","Th17 T cell","Primary T cell 852","control","healthy"
"SRR6358912","Th17 T cell","Primary T cell 853","control","healthy"
"SRR6358913","Th17 T cell","Primary T cell 854","control","healthy"
"SRR6358914","Th17 T cell","Primary T cell 855","control","healthy"
"SRR6358915","Th17 T cell","Primary T cell 856","control","healthy"
"SRR6358916","Th17 T cell","Primary T cell 857","control","healthy"
"SRR6358917","Th17 T cell","Primary T cell 858","control","healthy"
"SRR6358918","Th17 T cell","Primary T cell 859","control","healthy"
"SRR6358919","Th17 T cell","Primary T cell 860","control","healthy"
"SRR6358920","Th17 T cell","Primary T cell 861","control","healthy"
"SRR6358921","Th17 T cell","Primary T cell 862","control","healthy"
"SRR6358922","Th17 T cell","Primary T cell 863","control","healthy"
"SRR6358923","Th17 T cell","Primary T cell 864","control","healthy"
"SRR6358348","CD4+ CD26- T cell","Primary T cell 289","SEZARY1","Sezary syndrome"
"SRR6358349","CD4+ CD26- T cell","Primary T cell 290","SEZARY1","Sezary syndrome"
"SRR6358350","CD4+ CD26- T cell","Primary T cell 291","SEZARY1","Sezary syndrome"
"SRR6358351","CD4+ CD26- T cell","Primary T cell 292","SEZARY1","Sezary syndrome"
"SRR6358352","CD4+ CD26- T cell","Primary T cell 293","SEZARY1","Sezary syndrome"
"SRR6358353","CD4+ CD26- T cell","Primary T cell 294","SEZARY1","Sezary syndrome"
"SRR6358354","CD4+ CD26- T cell","Primary T cell 295","SEZARY1","Sezary syndrome"
"SRR6358355","CD4+ CD26- T cell","Primary T cell 296","SEZARY1","Sezary syndrome"
"SRR6358356","CD4+ CD26- T cell","Primary T cell 297","SEZARY1","Sezary syndrome"
"SRR6358357","CD4+ CD26- T cell","Primary T cell 298","SEZARY1","Sezary syndrome"
"SRR6358358","CD4+ CD26- T cell","Primary T cell 299","SEZARY1","Sezary syndrome"
"SRR6358359","CD4+ CD26- T cell","Primary T cell 300","SEZARY1","Sezary syndrome"
"SRR6358360","CD4+ CD26- T cell","Primary T cell 301","SEZARY1","Sezary syndrome"
"SRR6358361","CD4+ CD26- T cell","Primary T cell 302","SEZARY1","Sezary syndrome"
"SRR6358362","CD4+ CD26- T cell","Primary T cell 303","SEZARY1","Sezary syndrome"
"SRR6358363","CD4+ CD26- T cell","Primary T cell 304","SEZARY1","Sezary syndrome"
"SRR6358364","CD4+ CD26- T cell","Primary T cell 305","SEZARY1","Sezary syndrome"
"SRR6358365","CD4+ CD26- T cell","Primary T cell 306","SEZARY1","Sezary syndrome"
"SRR6358366","CD4+ CD26- T cell","Primary T cell 307","SEZARY1","Sezary syndrome"
"SRR6358367","CD4+ CD26- T cell","Primary T cell 308","SEZARY1","Sezary syndrome"
"SRR6358368","CD4+ CD26- T cell","Primary T cell 309","SEZARY1","Sezary syndrome"
"SRR6358369","CD4+ CD26- T cell","Primary T cell 310","SEZARY1","Sezary syndrome"
